,title,content,datetime
5896,国际航空运输协会调查：愿意乘飞机的民众比例下滑,云财经讯，国际航空运输协会（IATA）表示，在5月底和6月初接受调查的受访者中，只有45％的人表示，他们准备在取消限制后的一两个月内登上飞机，而4月份这一比例为60%。跟据IATA数据，新订座量比去年同期下降了82%，与4月份的低点相比仅略有改善。对长途航班的需求仍然接近于零。IATA预测，航空公司今年将总共损失840亿美元，2021年将损失近160亿美元。,2020-06-17 00:23:02
5897,道指开跌超100点 银行、航空板块下挫,云财经讯，美股开盘，道指开跌超100点；银行、航空板块下挫,2020-06-18 21:29:07
5898,达美航空：有500名人员被诊断出感染新冠病毒,云财经讯，达美航空：有500名人员被诊断出感染新冠病毒。,2020-06-18 20:07:36
5899,民航局下发运输航空公司、机场疫情防控技术指南（第五版）：取消国内航班风险分级,云财经讯，民航局下发运输航空公司、机场疫情防控技术指南（第五版）：取消国内航班风险分级，国内航班实施疫情常态化管控，同时根据国内疫情响应等级调整采取不同防控措施,2020-06-18 17:38:38
5900,国际航空运输协会称 欧洲航空公司受到的疫情的冲击将更多,云财经讯，国际航空运输协会称，欧洲航空公司受到的疫情的冲击将更多，影响比4月份更严重。,2020-06-18 17:18:03
5901,东航推出全民航首款“周末随心飞”产品,云财经讯，据东方航空官网，6月18日，东航发布新产品上线公告，推出全民航领域首款“周末随心飞”产品。旅客购买该产品并激活后，可在2020年内的任意周六和周日，不限次数乘坐东航和上航航班，飞往国内除港澳台地区外的各大城市。“周末随心飞”产品于6月18日起在东方航空APP以3322元特价限量发售，售完即止。,2020-06-18 13:09:53
5902,法国航空公司计划裁减8000至10000名员工,云财经讯，法航将在6月底至7月初提交的公司重组计划中公布具体裁员人数。根据该计划，法航将在自愿离职的基础上裁员，涉及飞行员、空乘人员、地勤人员等多个岗位，法航旗下主要运营法国国内和欧洲国家的支线航空公司霍普公司（hop）可能受影响最大。,2020-06-18 05:05:24
5903,美股邮轮股、航空股、能源股、银行股等周期股集体下跌,云财经讯，美股邮轮股、航空股、能源股、银行股等周期股集体下跌。挪威邮轮跌超8%，皇家加勒比邮轮跌超7%,2020-06-18 04:04:44
5904,拉美最大航空公司LATAM航空将无限期地暂停在阿根廷的运作,云财经讯，拉美最大航空公司LATAM航空将无限期地暂停在阿根廷的运作,2020-06-18 00:57:07
5905,美国参议院委员会关于美国联邦航空管理局（FAA）和波音737的听证会延期,云财经讯，美国参议院委员会关于美国联邦航空管理局（FAA）和波音737的听证会延期。,2020-06-18 00:51:22
5906,墨西哥航空（Aeromexico）将考虑提交美国的破产申请,云财经讯，墨西哥航空（Aeromexico）将考虑提交美国的破产申请,2020-06-19 23:38:18
5907,美国航空正寻求发行垃圾债筹集约20亿美元资金,云财经讯，美国航空正寻求发行垃圾债筹集约20亿美元资金，最早可能于下周发行,2020-06-19 23:16:55
5908,美国航空洽谈发行20亿美元垃圾债,云财经讯，美国航空洽谈发行20亿美元垃圾债,2020-06-19 23:14:58
5909,道指开涨超330点 石油、航空板块上涨,云财经讯，美股开盘，道指开涨超330点；石油、航空板块上涨,2020-06-19 21:29:10
5910,东方航空：“周末随心飞”产品市场认可度超出预期，预计限量销售仍将持续一定时间,云财经讯，东方航空官网发布关于“周末随心飞”产品相关情况的说明。”周末随心飞”即日上线销售运营，市场认可度超出预期，并发量超出设计容量，造成线上拥堵，对由此给部分客户带来的不佳体验深表歉意。本产品开始销售以后，发现网上有加价转手倒卖现象。在此郑重提醒，该产品仅在东方航空APP以3322元人民币定价销售。请客户在官方渠道购买及使用，避免造成经济损失和使用问题。鉴于东航充足的运力，预计限量销售仍将持续一定时间，建议广大客户从容购买。,2020-06-19 10:16:00
5911,在各行业ETF中 能源业ETF-SPDR领涨 其次是日常消费品ETF-SPDR,云财经讯，在各行业ETF中，能源业ETF-SPDR领涨，涨超1%；其次是日常消费品ETF-SPDR，涨0.5%；全球航空件业ETF领跌，跌0.44%,2020-06-19 04:06:14
5912,美股各行业ETF中 美国生科ETF领涨 其次是医疗业ETF,云财经讯，美股各行业ETF中，美国生科ETF领涨，涨超3%，其次是医疗业ETF，涨近1%；公用事业ETF领跌，跌2.8%，其次是全球航空业ETF，下跌2.77%,2020-06-20 04:14:58
5913,美股航空股、邮轮股、汽车股、银行股集体下跌,云财经讯，航空股中，美联航跌超6%，Spirit航空和捷蓝航空跌超5%；邮轮股中，皇家加勒比邮轮跌超6%，嘉年华邮轮和挪威邮轮跌超5%。汽车股中，本田汽车、通用汽车、福特汽车、丰田汽车均跌超1%。银行股中，摩根士丹利、摩根大通、高盛跌超1%。,2020-06-20 04:03:00
5914,道指初步收跌约200点,云财经讯，道指初步收跌约200点，成分股迪士尼、联合技术、波音、耐克均跌超2%，苹果跌约0.5%。美联航跌超6%，达美航空也跌约4%。电商拼多多涨超6%，B站涨超4%，均创收盘历史新高,2020-06-20 03:58:53
5915,达美航空6月25日率先恢复中美航线,云财经讯，达美航空6月22日宣布，将于6月25日恢复西雅图-上海浦东航线，该航线经停首尔仁川机场，每周运营两班。由此，达美航空成为第1家恢复中美航线的美国航企。7月起，达美航空将运营西雅图-上海浦东、底特律-上海浦东航线，该航线同样经停仁川机场，每周运营一班。,2020-06-22 19:42:09
5916,恒指收跌0.54% 香港零售股与航空股普跌,云财经讯，恒指收跌0.54%，香港零售股与航空股普跌；香港交易所逆市收涨近4%,2020-06-22 16:07:59
5917,​顺丰航空：网传“顺丰航空国际航班进口货物新冠肺炎病毒检测结果呈阳性”为不实消息,云财经讯，顺丰航空有限公司发布声明称，近日，我们注意到有关“顺丰航空6月19日O37182达卡-长沙国际航班进口货物新冠肺炎病毒检测结果呈阳性”的信息被传播扩散。经核实确认，网传信息为不实消息，请勿轻信传播。,2020-06-22 14:50:51
5918,民航局局长冯正霖：要在更高起点、更高层次、更高目标上深化民航改革,云财经讯，6月19日，民航局党组理论学习中心组举行2020年第3次集体学习。民航局党组书记、局长冯正霖表示，要坚定实施扩大国内航空需求战略，使民航行业更多依托国内航空市场实现良性循环，促进民航总供给和总需求在更高水平上实现动态平衡。针对疫情暴露出的问题和不足，着力打造自主可控、安全可靠的航空运输产业链、供应链，大力提升航空货运发展质量，确保国际航空货运供应链稳定。加快机场群建设，助力城市群发展，重视支线机场建设，充分发挥其作用。,2020-06-22 13:35:19
5919,美股各行业ETF中 全球航空业ETF领跌,云财经讯，美股各行业ETF中，全球航空业ETF领跌，跌超1%，其次是金融业ETF，下跌0.5%；科技行业ETF领跌，涨1.88%，其次是互联网ETF，涨1.76%,2020-06-23 04:14:04
5920,美股航空和邮轮股集体下跌,云财经讯，美股航空和邮轮股集体下跌，美国航空跌超6%，Azul跌超4%，捷蓝航空、精神航空跌超1%；挪威邮轮、皇家加勒比邮轮跌超6%。嘉年华邮轮跌超3%,2020-06-23 04:05:27
5921,美股跌幅扩大，道指跌超600点，周期股集体下跌,云财经讯，道指跌超600点，银行股、能源股、汽车股、航空股、邮轮股集体下跌。纳指跌1.8%，标普500指数跌2.15%。,2020-06-24 23:10:47
5922,美股航空和邮轮股集体下跌,云财经讯，美股航空和邮轮股集体下跌，挪威邮轮跌超10%，皇家加勒比邮轮和嘉年华邮轮跌超9%；Spirit航空跌超7%，达美航空、美联航跌近6%,2020-06-24 22:43:55
5923,美国联邦航空局（FAA）对波音737 MAX的最终指令要求对可能导致飞机易受雷击的关键部件进行检查,云财经讯，美国联邦航空局（FAA）对波音737 MAX的最终指令要求对可能导致飞机易受雷击的关键部件进行检查,2020-06-24 22:09:51
5924,南方航空：公开发行可转债获南航集团批复,云财经讯，南方航空(600029)6月24日晚间公告，公司收到控股股东南航集团出具的批复，原则同意公司公开发行A股可转换公司债券，募资不超过160亿元的总体方案。该方案尚需获得公司股东大会、A股类别股东大会以及H股类别股东大会批准；亦需获得证监会、民航中南局等主管部门的核准后方可实施。,2020-06-24 18:23:56
5925,民航局与港澳民航召开疫情防控及行业纾困发展经验交流视频会议,云财经讯，6月23日，民航局与港澳民航召开疫情防控及行业纾困发展经验交流视频会议，相互介绍民航业运行现状，分享防疫经验和行业纾困发展措施，探讨平衡疫情防控与行业复苏发展之道。会议一致认为：新冠肺炎疫情对内地和港澳的民航业造成了巨大的冲击，内地与港澳民航业要加强协同配合、携手共渡难关，共同确保航空安全、提高防疫水平、加速行业复苏、参与国际合作。,2020-06-24 13:04:29
5926,美国考虑对约31亿美元欧洲商品加征关税,云财经讯，美国贸易代表办公室日前发布文件说，美国正考虑对从法国、德国、西班牙和英国进口的价值约31亿美元商品加征新的关税。此举由美欧航空补贴争端引发，可能会进一步加剧美欧经贸摩擦。（新华社）,2020-06-25 16:40:15
5927,美股三大股指跌幅均超2% 道指跌2.72%,云财经讯，美国股市三大股指24日大幅下挫，道指跌2.72%，标普指数跌2.59%，纳斯达克指数跌2.19%。航空股、能源股领跌，西空航空跌近10%，波音跌近6%，墨菲石油跌近12%。科技股中，特斯拉跌超4%，微软跌超2%，苹果跌超1%。,2020-06-25 06:09:04
5928,美股邮轮、航空、汽车、银行、能源、旅游股集体下跌,云财经讯，美股邮轮、航空、汽车、银行、能源、旅游股集体下跌，邮轮股中，挪威邮轮跌超12%,2020-06-25 04:03:36
5929,据媒体报道：美国联邦航空局（FAA）料将在下周围绕波音737 MAX飞机进行关键性试飞,云财经讯，据媒体报道：美国联邦航空局（FAA）料将在下周围绕波音737 MAX飞机进行关键性试飞,2020-06-26 23:19:32
5930,德勤宣布美私募巨头将收购维珍澳洲,云财经讯，负责澳大利亚第二大航空公司维珍澳大利亚（以下简称“维珍澳洲”）托管事宜的机构德勤26日宣布，已与美国私募巨头贝恩投资公司就其收购维珍澳洲达成协议。维珍澳洲托管事宜负责人之一沃恩·斯特劳布里奇当天在一份声明中说，贝恩提出强有力、令人信服的收购报价，这将确保维珍澳洲的未来。贝恩还表示将尽力保护这家航空公司的就业。德勤表示，这一收购计划尚需维珍澳洲债权人等的批准。（新华社）,2020-06-26 17:30:09
5931,空客A320飞机国产碳刹车盘系统装机在博鳌机场试飞成功,云财经讯，从琼海博鳌机场了解到，6月24日，祥鹏航空在琼海博鳌机场成功开展了“飞机国产碳刹车盘”试飞测试，本次测试的碳刹车盘是由北京北摩高科摩擦材料股份有限公司自主开发研制的A320系列飞机国产碳刹车盘。（中国民航网 ）,2020-06-26 16:16:12
5932,贝恩资本签署协议收购维珍澳大利亚航空（央视新闻）,云财经讯，贝恩资本签署协议收购维珍澳大利亚航空（央视新闻）,2020-06-26 15:31:52
5933,美股短线上涨 道指涨幅扩大至152点,云财经讯，美股短线上涨，道指涨幅扩大至152点。银行股、航空股短线上涨,2020-06-26 03:08:52
5934,德国汉莎航空股东批准接受政府90亿欧元救助方案,云财经讯，德国汉莎航空股东批准接受政府90亿欧元救助方案,2020-06-26 00:11:44
5935,斯洛文尼亚全电动飞机获全球首个安全认证​​​​,云财经讯，近日，欧洲航空安全局给斯洛文尼亚蝙蝠飞机公司研发的轻型全电动飞机颁发了型号合格证，即可以投入批量生产，这是全电动飞机获得的全球首个安全认证，意味着航空业向实现零排放迈出了重要一步。据悉，这架双座飞机螺旋桨由电机驱动，飞行过程中没有任何噪音，也不排放尾气，但电池只能让它飞行约1小时。蝙蝠飞机公司的研发总监介绍，这样由电池驱动的飞机将是未来城市内部通勤的最佳选择。目前，这款双座电动飞机已获31个订单。（央视财经）,2020-06-28 12:37:05
5936,国产客机ARJ21飞机正式入编国航、东航、南航机队,云财经讯，6月28日，中国航空集团有限公司、中国东方航空集团有限公司、中国南方航空集团有限公司在中国商用飞机有限责任公司总装制造中心浦东基地接收首架ARJ21飞机。三架飞机同时交付标志着ARJ21飞机正式入编国际主流航空公司机队。此次交付给国航、东航、南航的三架ARJ21飞机均采用90座全经济舱布局。今年国航、东航、南航将陆续各接收3架ARJ21飞机。（人民日报）,2020-06-28 10:13:33
5937,疫情持续蔓延，美航空迎来近期最繁忙周末,云财经讯，当地时间6月29日，根据美国交通安全管理局（TSA）数据，从上周四（25日）至周日（28日）约有230万人经过机场安检，其中周日当天安检人数达到63.4万人，是最多的一天。数据显示，虽然低于去年同时期的1040万人，但已经是近期最繁忙的周末。周日是美国航空（AA）自3月以来，乘客人数第二多的一天。美国航空近期对航班容量进行限制，但近期宣布从7月1日起将允许乘客购买航班的每个座位。专家预测，在即将到来的美国独立日假期（7月4日）周末，旅行人数还将激增。目前美国新冠肺炎疫情抬头趋势继续，根据统计仅4个州的新增确诊数量呈下降趋势，31州上升。（央视新闻）,2020-06-29 22:31:01
5938,道指涨幅扩大至1%,云财经讯，道指涨幅扩大至1%，成分股波音涨逾6%。美国联邦航空管理局批准波音最早当地时间周一（29日）开始进行波音737 Max试飞测试。,2020-06-29 22:04:44
5939,美股小幅高开 波音涨超6%,云财经讯，美股小幅高开，道指涨0.55%，纳指涨0.15%，标普500指数涨0.32%。波音涨超6%，美航空局批准波音737 Max最早29日试飞测试。特斯拉小幅上涨。,2020-06-29 21:30:34
5940,波音737 MAX获准作认证试飞,云财经讯，美国联邦航空局28日告诉国会监管委员会，波音737 MAX系列客机最早将于29日开始认证飞行测试。737 MAX系列客机因半年内发生两起空难于去年3月在全球停飞。美联社报道，由联邦航空局和波音公司试飞机组操作的认证飞行测试是737 MAX获准复飞的关键一步，除此以外仍需要完成多项核查。（新华社）,2020-06-29 16:19:32
5941,美航空局批准波音737 Max最早29日试飞测试,云财经讯，当地时间28日，据彭博社报道，在审核了制造商提高安全性的修改方案后，美国联邦航空管理局批准最早当地时间周一（29日）开始波音737 Max试飞测试。美国航空局已在28日邮件通知国会这一决定。在因两次重大坠机事故而停飞超过15个月后，这一进展意味着监管部门终于认可了波音737 Max飞机安全性改进建议。（央视新闻）,2020-06-29 08:23:52
5942,7月1日起，国内外航空公司在海南加注航油价格下调,云财经讯，6月28日海南省委深改委会议审议通过了《进出岛航班加注保税航油改革实施方案》，从7月1日起，国内外航空公司在海口美兰机场、三亚凤凰机场、琼海博鳌机场加注的航油价格下调。其中，内贸航油进销差价每吨下降50元，保税航油综合服务费每吨下降100美元，保税航油销售价格成为国内最低。（南海网）,2020-06-30 21:35:39
5943,国航20架飞机年底装北斗导航，全球航班追踪将自主可控,云财经讯，据中国民航大学副校长吴仁彪介绍，2019年年底，在中国民航局的组织安排下，中国民航大学与国航联合开展北斗运输航空应用示范项目。按照计划，到今年年底，一共将有20架国航飞机用上北斗系统，其机型有波音737和空客321两个系列，各10架。吴仁彪表示，目前已经有3架飞机完成改装任务，并投入运营。（新京报）,2020-06-30 20:30:42
5944,C919国产大飞机完成失速改出伞试飞,云财经讯，记者从航空工业试飞中心了解到，近日国产大飞机C919-10101架机失速改出伞试飞圆满完成，为开展C919飞机高风险的失速试飞提供了安全保障装置。（新华社）,2020-06-30 17:43:54
5945,上交所：已受理迈信林等12家公司科创板上市申请,云财经讯，上交所6月30日披露，江苏迈信林航空科技股份有限公司、广州市品高软件股份有限公司、江西悦安新材料股份有限公司等12家公司科创板上市申请已获受理。,2020-06-30 17:21:58
5946,华为云与喜马拉雅航空签署战略合作协议,云财经讯，据华为云消息，6月28日，华为云与喜马拉雅航空战略合作备忘录签署仪式在尼泊尔加德满都举行。华为将发挥在ICT(信息与通信技术)产品及解决方案、融合云、大数据分析和云计算等方面的优势，为喜航提供富有竞争力的产品和服务，助力喜航打造南亚一流航空公司，推进智慧航空建设，推动构建跨喜马拉雅立体互联互通网络建设取得更多实质性成果。,2020-06-30 16:09:05
5947,广东移动与南方航空联合开展5G消息业务合作,云财经讯，广东移动与南方航空联合开展5G消息业务合作。目前已在机票销售、航班动态、座位选定、里程兑换等功能上开展5G消息的应用测试，预计6月底正式商用（南方都市报）,2020-06-30 11:18:26
5948,美股集体收高 道指涨近600点,云财经讯，美国三大股指集体收涨，其中道指涨近600点。截至收盘，道指涨2.32%报25595.8点，标普500涨1.47%报3053.24点，纳指涨1.2%报9874.15点。个股方面，波音涨14.40%，波音737 Max进行美国联邦航空管理局试飞。美国航空涨超7%，苹果涨超2%，特斯拉涨超5%。,2020-06-30 05:56:05
5949,美股行业ETF中 全球航空业ETF领涨,云财经讯，美股行业ETF中，全球航空业ETF领涨，涨超5%，其次是区域银行ETF，涨超4%；美国生科ETF领跌，跌0.36%，其次是互联网ETF，跌0.16%,2020-06-30 04:09:44
5950,道指初步收涨逾500点,云财经讯，道指初步收涨逾500点，波音涨超14%拉动标普和道指上涨。美国西南航空涨超9%。特斯拉涨超4%，社交媒体Facebook和推特均涨超1%，但Zoom Video跌超3%。银行股高盛涨约2%。中概股瑞幸咖啡涨超9%，蔚来汽车涨约5%，新股声网跌超6%,2020-06-30 03:58:35
5951,道指微幅高开约60点,云财经讯，道指微幅高开约60点，航空股上涨。Beyond Meat涨超8%，其与盒马鲜生合作，首次进入中国零售商超市场,2020-07-01 21:30:56
5952,民航局发出第二份“熔断指令”,云财经讯，7月1日，民航局发出自《民航局关于调整国际客运航班的通知》发布以来的第二份“熔断指令”，决定自7月6日起暂停四川航空埃及开罗至成都3U8392航班运行1周。（中国民航网）,2020-07-01 17:48:19
5953,海航将推出“嗨购自贸港”产品，可不限次数搭乘旗下12家航司海南航线,云财经讯，据海南航空官方微博，海航集团旗下12家航司推出嗨购自贸港产品，有效期内不限次数搭乘海航集团旗下12家航司海南国内航班，并可享受价值2880元中免集团旗下海南免税店代金券，该产品将于7月6日限量发售。,2020-07-01 13:02:17
5954,非盟：受疫情影响 非洲国家旅游业3个月内损失近550亿美元,云财经讯，据路透社当地时间7月2日报道，非洲联盟基础设施与能源委员阿玛尼·阿布·扎伊德在当日的新闻发布会上表示，由于新冠肺炎疫情的大流行，非洲国家在三个月内损失了近550亿美元的旅游收入。阿玛尼还表示，由于封锁令和边境关闭等防疫措施，非洲航空业也受到严重打击。一些非洲航空公司恐无法撑过疫情。（央视新闻）,2020-07-02 22:59:59
5955,五家美国航空公司与美国财政部达成大款协议，有望获得数十亿美元联邦贷款,云财经讯，美股航空股普遍小幅上涨，阿拉斯加航空、Azul涨超2%，西南航空涨超1%，捷蓝航空、达美航空、美联航上涨0.9%-0.2%；美国航空跌0.16%。美国财政部周四表示，美国航空、夏威夷航空、天空西部航空、精神航空以及Frontier Airlines已经就贷款条款签署了意向书。这些航空公司将获得250亿美元联邦贷款的一部分。,2020-07-02 22:58:21
5956,湖南首家本土航空公司正式挂牌,云财经讯，2日，湖南红土航空股份有限公司在湖南长沙临空经济示范区挂牌，标志着湖南首家本土航空公司正式落地。据介绍，目前湖南正在加速构建以省会长沙为中心的“四小时航空经济圈”，覆盖我国大部分地区，以及东亚、东南亚、南亚主要国家。作为湖南首家本土航空公司，湖南红土航空将围绕长沙进行战略产业布局，拓展“四小时航空经济圈”。（新华社）,2020-07-02 16:49:01
5957,湖南政府入股，红土航空“迁址”湖南,云财经讯，今日，湖南红土航空股份有限公司正式在湖南长沙临空经济区挂牌，标志着湖南首家本土航空正式落地，三湘大地结束了没有本土航空公司的历史。（一财）,2020-07-02 16:31:23
5958,春秋航空：参股公司春秋中免经营机上免税品销售业务,云财经讯，春秋航空(601021)7月2日在互动平台表示，上海春秋中免免税品有限公司是公司参股49%的子公司，经批准，春秋中免可以在公司经上海航空口岸进出境的国际航班上设立运输工具免税商店，开展免税品销售业务。春秋中免目前经营机上免税品销售业务，规模较小，受整个免税行业变动影响较小。,2020-07-02 10:52:44
5959,春秋航空：参股的上海春秋中免免税品有限公司经营范围含免税品,云财经讯，春秋航空在互动平台回应投资者提问称，参股上海春秋中免免税品有限公司经营范围：上海春秋中免免税品有限公司经营范围包括国产卷烟、雪茄烟，日用百货，化妆品，服饰服装，皮具制品，手表，眼镜，工艺美术品，通信设备零售，其他电子设备销售（经上海航空口岸进出境的国际航班上设立运输工具免税商店），食品储运，免税品。,2020-07-02 10:23:44
5960,海航集团旗下SR Technics获瑞士政府1.2亿瑞郎救助,云财经讯，瑞士政府7月1日发布官方消息，宣布将给予海航集团境外子公司SR Technics1.2亿瑞朗贷款，其中瑞士政府担保60%。SR Technics是一家集机身、发动机、航材服务和航空技术培训为一体的独立第三方综合性MRO，总部位于瑞士苏黎世机场。目前，SR Technics在欧洲、美洲、亚洲和中东为500多家航空公司提供服务为超过1000架飞机提供服务。,2020-07-02 10:15:30
5961,海南将建立与国际接轨的自贸港航油价格体系,云财经讯，“海南自贸港航油政策改革计划分三步走。”海南省交通运输厅民航办主任任卫民说，7月1日实施的降价政策还只是第一步。下一步，海南将把机场的储油罐全部纳入海关监管，变成保税仓，统筹监管航油价格，统一航油供应模式为保税航油。“第三步则是引进更多的航油供应商，形成竞争机制，逐步建立与国际接轨的自贸港航油价格体系。”他说。受益于海南自贸港政策刺激，各大航空公司纷纷宣布加大在海南的布局。（海南日报）,2020-07-02 07:46:07
5962,大兴机场调整出京旅客查验方式,云财经讯，根据北京市疫情防控相关要求，7月4日零时起，大兴机场将调整出京旅客的查验方式。航空公司在值机环节询问确认出京旅客为北京市低风险地区，且北京健康宝健康码状态为“未见异常”的，不再要求查验旅客7日内核酸检测阴性证明。同时，大兴机场提醒广大旅客，所有进出航站楼人员须配合查验，“北京健康宝”状态为“未见异常”、体温检测未见异常方可进入航站楼。（中国之声）,2020-07-03 22:00:12
5963,广东机场集团与南航集团签署《共同推进广东民航高质量发展战略协议》,云财经讯，《协议》明确在构建枢纽航线网络、完善机场基建规划、推动四型机场建设、丰富产品设计、优化省内机场航线网络和争取政策支持等六个方面深化双方合作。会上，双方还就广州国际航空枢纽建设面临的机遇与挑战、行业发展趋势、建设广州航空快线、打造货运枢纽等共同关心的问题深入交换了意见。会上，双方还就广州国际航空枢纽建设面临的机遇与挑战、行业发展趋势、建设广州航空快线、打造货运枢纽等共同关心的问题深入交换了意见。,2020-07-03 19:47:12
5964,美交通部报告：波音向美联邦航空局隐瞒737 MAX飞机设计变化重要信息,云财经讯，美国交通部1日公布的报告说，调查显示，美国波音公司提交的737 MAX系列飞机认证文件中未提供飞机控制系统的关键设计变化信息，以至于美联邦航空局审批时未把重点放在降低该控制系统的相关风险上。波音737 MAX系列飞机2018年10月和2019年3月发生两起空难事故，使该飞机获美联邦航空局安全认证的程序备受质疑。（新华社）,2020-07-03 08:27:31
5965,据云南省卫健委 7月2日0时至24时 云南无新增本地确诊病例,云财经讯，据云南省卫健委，7月2日0时至24时，云南无新增本地确诊病例，新增境外航空输入确诊病例（普通型）1例、无症状感染者1例（人民日报）,2020-07-03 06:54:34
5966,​星石投资董事长江晖：下半年成长股“长牛”来临,云财经讯，星石投资董事长江晖在其中期策略会上表示，下半年成长股将“多点开花”，成长股“长牛”来临。具体来看，星石投资下半年将关注四条投资主线，即产业升级、行业集中、流动性宽松和经济复苏，布局5G、新能源汽车产业链、软件与互联网行业、大众消费、高端装备、有色金属和快递航空等板块中估值合理的成长股。（上海证券报）,2020-07-05 10:29:01
5967,云南4日新增2例境外输入无症状感染者,云财经讯，据云南省卫健委消息，7月4日0时至24时，云南省无新增本地确诊病例，新增境外航空输入无症状感染者2例，均为中国籍、俄罗斯输入，系7月1日同一俄罗斯包机输入。云南省现有境外航空输入确诊病例1例、无症状感染者3例，均在定点医疗机构隔离治疗和观察，病情稳定。,2020-07-05 07:08:36
5968,海南航空：“海航随心飞”第二批产品将于7月7日发售,云财经讯，海南航空今日在官微发文称，由于市场反响热烈，截至今日12：27，“海航随心飞 欢聚自贸港”第一批产品（2699元）已全部售罄。“海航随心飞 欢聚自贸港”产品第二批（2999元）将于7月7日11:30继续发售4000套。,2020-07-06 19:55:11
5969,民航局发出首份外航“熔断指令”,云财经讯，7月6日，民航局再次发布通知，决定即日起，暂停孟加拉优速航空公司孟加拉国达卡至广州BS325航班运行1周。这是民航局发布的第三份“熔断指令”，也是对外国航空公司的首份“熔断指令”。,2020-07-06 18:51:56
5970,东方时尚：控股子公司与厦门航空有限公司签订协议,"云财经讯，东方时尚公告，控股子公司东方时尚通用航空股份有限公司与厦门航空有限公司签署了《2020年航线运输驾驶员整体课程飞行培训委托合同》。通用航空为厦门航空飞行学生提供航线运输驾驶员整体课程飞行训练。本次合同金额2,017.60万元。",2020-07-06 16:31:37
5971,宗申动力：预计上半年净利润为3亿-3.4亿元,云财经讯，宗申动力：预计上半年净利润为3亿-3.4亿元，同比增长40%-60%，公司航空发动机、新能源等新兴业务稳步增长,2020-07-06 16:01:51
5972,赣江两岸科创大走廊建设方案出台，到2025年建成全国重要区域科技创新中心,云财经讯，江西省科技厅日前正式出台《赣江两岸科创大走廊建设方案》。方案提出，构建“一带三区十中心”空间结构，“十中心”分别为中药国家大科学装置(本草物质科学研究设施)、中科院江西产业技术创新与育成中心、中国中医科学院江西分院、江铜研究院、欧菲中央研究院以及技术协同创新园、南昌光谷、航空科创中心、私募基金小镇、物联未来港等十大创新中心。（江西日报）,2020-07-06 08:59:25
5973,早间公告：昌红科技等业绩大幅预增；高特佳集团筹划涉及博雅生物股权变动重大事项,云财经讯，宝鹰股份：拟定增募资不超7.09亿元，将全部用于补充流动资金，发行对象为航空城集团；科信技术：拟定增募资不超4.21亿元；博雅生物：高特佳集团正在筹划涉及公司股权变动的重大事项；富祥药业：控股子公司获得阿加曲班注射液药品注册批件；开山股份：上半年净利同比预增75%～125%；昌红科技：上半年净利同比预增208.88%～238.88%。,2020-07-06 08:10:46
5974,我国首架百兆卫星宽带航班首航,云财经讯，7月7日19时35分，青岛航空QW9771航班降落在成都双流国际机场，完成了我国首架高速卫星互联网飞机的首航。本次航班适配的高速互联系统基于国内唯一一颗Ka频段高通量卫星——中星16号，飞机在万米空中可以实现百兆以上的高速率联网，为乘客带来与地面上网一样的网络冲浪体验。（科技日报）,2020-07-07 20:02:10
5975,韩亚本周复航南京首尔，中韩航线再破“五个一”政策限制,云财经讯，中韩航班将打破“五个一”政策限制，中韩双方的航空公司可分别运营中韩航班每周十班。这意味着，中韩之间的航班量有望在目前的基础上翻倍。（一财）,2020-07-07 18:08:24
5976,上海临港新片区18个重点产业项目开工 总投资约480亿元,云财经讯，7日，上海自贸区临港新片区18个重点产业项目集中开工，总投资约480亿元，涉及集成电路、新能源汽车、人工智能、航空航天、生物医药等产业领域，这将有力助推临港新片区做大经济规模、提高经济质量。,2020-07-07 17:58:59
5977,万丰奥威：控股股东万丰集团与宝钢金属终止战略合作,云财经讯，万丰奥威(002085)7月7日晚间公告，万丰集团与宝钢金属有限公司近日签署了《战略合作终止备忘录》。受新型冠状病毒肺炎疫情客观因素影响，以及公司进军通用航空先进飞机制造业新蓝海，产业规划布局发生了变化，双方未能就战略合作事宜进一步落实，决定终止此次战略合作。根据此前战略合作协议，宝钢金属拟成为公司重要股东，并与万丰集团展开在轻量化新材料等业务领域的全面合作。,2020-07-07 17:22:23
5978,临港新片区今天开工18个重点产业项目，总投资480亿元,云财经讯，7月7日，上海自贸试验区临港新片区一批18个重点产业项目举行集中开工仪式。18个项目涵盖集成电路、新能源汽车、人工智能、航空航天、生物医药等临港新片区重点产业领域，总投资480亿元，达产产值约800亿元。（上证报）,2020-07-07 14:15:02
5979,军工板块持续拉升,云财经讯，军工板块持续拉升，中国卫通、中航沈飞涨停，洪都航空、北斗星通、中船防务、航天发展等个股集体走高,2020-07-08 10:19:15
5980,南航海南分公司与中远海运博鳌有限公司签署全面战略合作协议,云财经讯，7月7日上午，中国南方航空股份有限公司海南分公司与中远海运博鳌有限公司在琼海市博鳌镇签署全面战略合作协议。双方将充分利用各自资源优势，加强资源共享，履行好驻琼央企的责任担当，助力海南航空、旅游产业发展，为海南自贸港建设贡献力量。（海南日报）,2020-07-08 09:08:42
